Year,Membership,Wards,Branches,Units,Population,Stakes,Districts,Missions,Temples,Population-WPP
1967,66,,9,9,52215000,,,,,52433478
1973,2307,,27,27,54438000,0,7,2,0,54619240
1975,3929,,,,55096000,,,,,55265280
1977,5979,,,,55628000,,,,,55777881
1979,8614,,,,56046000,,,,,56177842
1981,9993,,,,53676000,,,,,56505476
1983,11197,,,,56622000,,,,,56765250
1985,12000,,,,56772000,,,,,56936776
1987,13000,10,74,84,56823000,2,8,3,0,57007737
1989,14000,10,79,89,56825000,2,8,3,0,57028707
1991,16000,10,84,94,56856000,2,10,4,0,57088125
1993,16000,10,93,103,56938000,2,10,4,0,57197610
1995,17000,9,109,118,56968000,2,16,4,0,57174412
1997,18000,16,111,127,56888000,3,15,4,0,56903633
1999,18599,16,117,133,56874000,3,15,4,0,56655629
2000,19188,17,112,129,56986000,3,15,4,0,56692178
2001,19855,18,105,123,57199000,3,14,4,0,56875148
2002,20493,19,102,121,57499000,3,14,3,0,57182521
2003,20880,19,100,119,57864000,3,14,3,0,57564589
2004,21427,21,93,114,58264000,3,13,3,0,57948421
2005,21791,26,86,112,58671000,4,12,3,0,58281209
2006,22212,25,79,104,59082000,4,10,3,0,58542619
2007,22633,31,71,102,59495000,5,9,3,0,58747862
2008,22886,36,63,99,59874000,6,7,3,1,58922116
2009,23430,37,62,99,60220000,6,6,3,1,59105622
2010,23976,43,56,99,60509000,7,5,2,1,59325232
2011,24443,46,52,98,60729000,7,5,2,1,59589070
2012,24970,48,52,100,60885000,8,5,2,1,59879469
2013,25453,53,50,103,60990000,9,3,2,1,60166828
2014,25956,59,44,103,61070000,10,1,2,1,60409622
2015,26248,59,44,103,61855120,10,1,2,1,60578489
2016,26550,60,41,101,62007540,10,0,2,1,60663068
2017,26925,60,41,101,62137802,10,0,2,1,60673694
2018,27182,62,35,97,62246674,10,0,2,1,60627291
2019,27486,62,33,95,62324667,10,0,2,1,60550092
2020,,63,32,95,,10,0,2,1,60461828
2021,27702,63,31,94,,10,0,2,1,60367471
