Year,Membership,Wards,Branches,Units,Population,Stakes,Districts,Missions,Temples,Population-WPP
1993,200,0,2,2,8423000,0,0,0,0,8656484
1995,400,0,2,2,8841000,0,0,0,0,9096608
1997,500,0,2,2,9320000,0,0,0,0,9597610
1999,711,0,3,3,9839000,0,0,0,0,10140564
2000,725,0,4,4,10101000,0,0,0,0,10415942
2001,779,0,4,4,10362000,0,0,0,0,10692197
2002,951,0,5,5,10625000,0,0,0,0,10971704
2003,1191,0,10,10,10895000,0,1,0,0,11256740
2004,1442,0,10,10,11175000,0,1,0,0,11550641
2005,1648,0,10,10,11470000,0,2,0,0,11856244
2006,1905,0,11,11,11782000,0,2,0,0,12173518
2007,2095,0,11,11,12110000,0,2,0,0,12502958
2008,2237,0,11,11,12457000,0,2,0,0,12848531
2009,2395,0,10,10,12825000,0,2,0,0,13215142
2010,2587,0,10,10,13217000,0,2,0,0,13605986
2011,2903,0,12,12,13634000,0,2,1,0,14023199
2012,3044,0,12,12,14075000,0,2,1,0,14465148
2013,2758,0,12,12,14537000,0,2,1,0,14926551
2014,3359,0,12,12,15021000,0,2,1,0,15399793
2015,3577,7,6,13,15066266,1,2,1,0,15879370
2016,3860,7,6,13,15510711,1,2,1,0,16363449
2017,4140,7,6,13,15972000,1,2,1,0,16853608
2018,4428,7,6,13,16445079,1,2,1,0,17351714
2019,4681,7,6,13,16935851,1,2,1,0,17861034
2020,,7,6,13,,1,2,1,0,18383956
2021,5053,7,12,19,,1,2,1,0,18920657
